ENTITY,CIK,DATE,Year,Quarter,ASSETS_CURRENT,LIABILITIES_CURRENT,STOCKHOLDERS_EQUITY,ASSET_TO_LIABILITY_RATIO,DEBT_TO_EQUITY_RATIO
"AMAZON.COM, INC.",1018724,2014-03-31,2014,Q1,19327.0,18357.0,10328.0,1.1,1.8
"AMAZON.COM, INC.",1018724,2014-06-30,2014,Q2,18755.0,18751.0,10602.0,1.0,1.8
"AMAZON.COM, INC.",1018724,2014-09-30,2014,Q3,18572.0,20842.0,10336.0,0.9,2.0
"AMAZON.COM, INC.",1018724,2014-12-31,2014,Q4,31327.0,28089.0,10741.0,1.1,2.6
"AMAZON.COM, INC.",1018724,2015-03-31,2015,Q1,25922.0,23177.0,10873.0,1.1,2.1
"AMAZON.COM, INC.",1018724,2015-06-30,2015,Q2,26391.0,23912.0,11768.0,1.1,2.0
"AMAZON.COM, INC.",1018724,2015-09-30,2015,Q3,28849.0,26657.0,12430.0,1.1,2.1
"AMAZON.COM, INC.",1018724,2015-12-31,2015,Q4,35705.0,33887.0,13384.0,1.1,2.5
"AMAZON.COM, INC.",1018724,2016-03-31,2016,Q1,30513.0,28187.0,14756.0,1.1,1.9
"AMAZON.COM, INC.",1018724,2016-06-30,2016,Q2,32220.0,29587.0,16538.0,1.1,1.8
"AMAZON.COM, INC.",1018724,2016-09-30,2016,Q3,35609.0,33498.0,17782.0,1.1,1.9
"AMAZON.COM, INC.",1018724,2016-12-31,2016,Q4,45781.0,43816.0,19285.0,1.0,2.3
"AMAZON.COM, INC.",1018724,2017-03-31,2017,Q1,39460.0,37399.0,21674.0,1.1,1.7
"AMAZON.COM, INC.",1018724,2017-06-30,2017,Q2,41007.0,40520.0,23214.0,1.0,1.7
"AMAZON.COM, INC.",1018724,2017-09-30,2017,Q3,48578.0,47072.0,24658.0,1.0,1.9
"AMAZON.COM, INC.",1018724,2017-12-31,2017,Q4,60197.0,57883.0,27709.0,1.0,2.1
"AMAZON.COM, INC.",1018724,2018-03-31,2018,Q1,50829.0,48045.0,31463.0,1.1,1.5
"AMAZON.COM, INC.",1018724,2018-06-30,2018,Q2,54481.0,50801.0,34995.0,1.1,1.5
"AMAZON.COM, INC.",1018724,2018-09-30,2018,Q3,59885.0,55324.0,39125.0,1.1,1.4
"AMAZON.COM, INC.",1018724,2018-12-31,2018,Q4,75101.0,68391.0,43549.0,1.1,1.6
"AMAZON.COM, INC.",1018724,2019-03-31,2019,Q1,69431.0,63695.0,48410.0,1.1,1.3
"AMAZON.COM, INC.",1018724,2019-06-30,2019,Q2,76790.0,69678.0,53061.0,1.1,1.3
"AMAZON.COM, INC.",1018724,2019-09-30,2019,Q3,79054.0,72136.0,56508.0,1.1,1.3
"AMAZON.COM, INC.",1018724,2019-12-31,2019,Q4,96334.0,87812.0,62060.0,1.1,1.4
"AMAZON.COM, INC.",1018724,2020-03-31,2020,Q1,85985.0,79711.0,65272.0,1.1,1.2
"AMAZON.COM, INC.",1018724,2020-06-30,2020,Q2,110908.0,93896.0,73728.0,1.2,1.3
"AMAZON.COM, INC.",1018724,2020-09-30,2020,Q3,112969.0,101912.0,82775.0,1.1,1.2
"AMAZON.COM, INC.",1018724,2020-12-31,2020,Q4,132733.0,126385.0,93404.0,1.1,1.4
"AMAZON.COM, INC.",1018724,2021-03-31,2021,Q1,121408.0,115404.0,103320.0,1.1,1.1
"AMAZON.COM, INC.",1018724,2021-06-30,2021,Q2,140848.0,117792.0,114803.0,1.2,1.0
"AMAZON.COM, INC.",1018724,2021-09-30,2021,Q3,138531.0,123994.0,120564.0,1.1,1.0
"AMAZON.COM, INC.",1018724,2021-12-31,2021,Q4,161580.0,142266.0,138245.0,1.1,1.0
"AMAZON.COM, INC.",1018724,2022-03-31,2022,Q1,133876.0,139508.0,134001.0,1.0,1.0
"AMAZON.COM, INC.",1018724,2022-06-30,2022,Q2,133667.0,140291.0,131402.0,1.0,1.1
"AMAZON.COM, INC.",1018724,2022-09-30,2022,Q3,131463.0,140363.0,137489.0,0.9,1.0
"AMAZON.COM, INC.",1018724,2022-12-31,2022,Q4,146791.0,155393.0,146043.0,0.9,1.1
"AMAZON.COM, INC.",1018724,2023-03-31,2023,Q1,136221.0,147570.0,154526.0,0.9,1.0
"AMAZON.COM, INC.",1018724,2023-06-30,2023,Q2,140482.0,148238.0,168602.0,0.9,0.9
"AMAZON.COM, INC.",1018724,2023-09-30,2023,Q3,142995.0,145214.0,182973.0,1.0,0.8
"AMAZON.COM, INC.",1018724,2023-12-31,2023,Q4,172351.0,164917.0,201875.0,1.0,0.8
